timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-02-01T00:01:41.553368+07:00,Hà Nội,99,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.1 km/h,89%
2025-02-01T01:01:45.335249+07:00,Hà Nội,101,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,92%
2025-02-01T02:01:31.224191+07:00,Hà Nội,106,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,10.5 km/h,93%
2025-02-01T03:01:41.852772+07:00,Hà Nội,99,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.7 km/h,96%
2025-02-01T04:01:32.066264+07:00,Hà Nội,97,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.9 km/h,96%
2025-02-01T05:01:44.407646+07:00,Hà Nội,107,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.9 km/h,94%
2025-02-01T06:01:32.587028+07:00,Hà Nội,102,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,10.1 km/h,91%
2025-02-01T07:04:31.081954+07:00,Hà Nội,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.4 km/h,90%
2025-02-01T08:28:38.933412+07:00,Hà Nội,93,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.6 km/h,88%
2025-02-01T09:23:30.795771+07:00,Hà Nội,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.9 km/h,85%
2025-02-01T10:04:48.597019+07:00,Hà Nội,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.2 km/h,78%
2025-02-01T11:01:37.772747+07:00,Hà Nội,97,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.2 km/h,78%
2025-02-01T12:01:49.112679+07:00,Hà Nội,105,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.0 km/h,70%
2025-02-01T13:01:42.054873+07:00,Hà Nội,110,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.7 km/h,61%
2025-02-01T14:01:46.541844+07:00,Hà Nội,112,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,15.4 km/h,60%
2025-02-01T15:01:45.957314+07:00,Hà Nội,117,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,17.2 km/h,62%
2025-02-01T16:01:34.340210+07:00,Hà Nội,105,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.3 km/h,61%
2025-02-01T17:01:44.235102+07:00,Hà Nội,102,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,18.3 km/h,56%
2025-02-01T18:01:19.737956+07:00,Hà Nội,88,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,17.4 km/h,59%
2025-02-01T19:01:53.278787+07:00,Hà Nội,90,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,15.9 km/h,64%
2025-02-01T20:03:21.053152+07:00,Hà Nội,98,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,15.9 km/h,73%
2025-02-01T21:01:27.704725+07:00,Hà Nội,94,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,80%
2025-02-01T22:01:41.650003+07:00,Hà Nội,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.2 km/h,85%
2025-02-01T23:01:36.093974+07:00,Hà Nội,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.9 km/h,88%
2025-02-02T00:01:33.923152+07:00,Hà Nội,88,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,10.9 km/h,91%
2025-02-02T01:01:39.834810+07:00,Hà Nội,83,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,10.3 km/h,94%
2025-02-02T02:01:34.728035+07:00,Hà Nội,82,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.8 km/h,95%
2025-02-02T03:01:34.025646+07:00,Hà Nội,84,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,93%
2025-02-02T04:01:38.352985+07:00,Hà Nội,89,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.7 km/h,90%
2025-02-02T05:01:30.073052+07:00,Hà Nội,92,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.4 km/h,89%
2025-02-02T06:01:50.059012+07:00,Hà Nội,91,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.6 km/h,88%
2025-02-02T07:04:21.008454+07:00,Hà Nội,94,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,8.4 km/h,86%
2025-02-02T08:28:33.346848+07:00,Hà Nội,85,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.4 km/h,84%
2025-02-02T09:22:53.947908+07:00,Hà Nội,79,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.0 km/h,82%
2025-02-02T10:03:21.392049+07:00,Hà Nội,78,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.0 km/h,82%
2025-02-02T11:01:36.535173+07:00,Hà Nội,75,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.0 km/h,80%
2025-02-02T12:01:39.009899+07:00,Hà Nội,75,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.7 km/h,78%
2025-02-02T13:01:48.203265+07:00,Hà Nội,79,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.4 km/h,76%
2025-02-02T14:01:34.691648+07:00,Hà Nội,89,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.7 km/h,73%
2025-02-02T15:01:48.073857+07:00,Hà Nội,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.6 km/h,72%
2025-02-02T16:01:27.062638+07:00,Hà Nội,89,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,17.1 km/h,70%
2025-02-02T17:01:36.028628+07:00,Hà Nội,85,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.9 km/h,66%
2025-02-02T18:01:21.654326+07:00,Hà Nội,82,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,15.9 km/h,67%
2025-02-02T19:01:44.198675+07:00,Hà Nội,88,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.2 km/h,70%
2025-02-02T20:03:01.185539+07:00,Hà Nội,95,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.2 km/h,74%
2025-02-02T21:01:32.041384+07:00,Hà Nội,108,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.5 km/h,78%
2025-02-02T22:01:33.131776+07:00,Hà Nội,112,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,12.4 km/h,81%
